DATE,CALLSIGN,TYPE,ROTA
26/08/2019,AFL2119,SU95,
26/08/2019,WZZ2598,A320,67
26/08/2019,AUI188,E145,
26/08/2019,BTI3WX,DH8D,59
26/08/2019,BTI03X,DH8D,67
26/08/2019,BTI411,B733,74
26/08/2019,BTI35T,DH8D,73
26/08/2019,BTI6BA,DH8D,58
26/08/2019,BTI32M,B733,59
26/08/2019,LOT79M,CRJ9,
26/08/2019,DLH893,A20N,
26/08/2019,BTI447,BCS3,61
26/08/2019,BTI36V,BCS3,61
26/08/2019,BTI427,BCS3,62
26/08/2019,BTI455,DH8D,67
26/08/2019,BTI35G,B733,62
26/08/2019,BTI407,DH8D,65
26/08/2019,BTI725,BCS3,63
26/08/2019,BTI7QT,BCS3,61
26/08/2019,WZZ4AL,A320,
26/08/2019,WZZ2541,A320,
26/08/2019,BCS5780,B752,68
26/08/2019,BTI400,B733,
26/08/2019,BTI24E,DH8D,
26/08/2019,TAY987A,B734,61
26/08/2019,BTI2NY,DH8D,
26/08/2019,BTI424,BCS3,
26/08/2019,BTI8GJ,BCS3,
26/08/2019,BTI31G,DH8D,
26/08/2019,BTI733,BCS3,63
26/08/2019,BTI60K,BCS3,
26/08/2019,BTI221,B733,
26/08/2019,BTI8LQ,BCS3,
26/08/2019,BTI6RV,BCS3,
26/08/2019,BTI13F,B733,
26/08/2019,BTI7PY,BCS3,
26/08/2019,BTI74A,B735,
26/08/2019,BTI442,DH8D,
26/08/2019,BTI7KP,DH8D,
26/08/2019,BTI6A1,BCS3,
26/08/2019,BTI1M1,B735,
26/08/2019,BTI629,BCS3,
26/08/2019,BTI15P,B733,
26/08/2019,BTI2HU,BCS3,
26/08/2019,BTI32A,DH8D,
26/08/2019,IBK2LY,B738,64
26/08/2019,BTI3AK,BCS3,
26/08/2019,FIN3PU,E190,67
26/08/2019,VJT449,CL35,
26/08/2019,IBK1WA,B738,
26/08/2019,FIN1RM,E190,
26/08/2019,RYR5MQ,B738,61
26/08/2019,AFL2682,A320,70
26/08/2019,BTI32J,DH8D,63
26/08/2019,BTI772,BCS3,63
26/08/2019,BTI30Y,DH8D,68
26/08/2019,THY9DH,B738,73
26/08/2019,BTI443,DH8D,64
26/08/2019,BTI1M2,B735,58
26/08/2019,BTI8KT,DH8D,54
26/08/2019,BTI401,B733,58
26/08/2019,BTI747,BCS3,65
26/08/2019,BTI31T,DH8D,56
26/08/2019,BTI13G,B733,54
26/08/2019,RYR4WD,B738,
26/08/2019,BTI3G2,DH8D,55
26/08/2019,BTI9881,DH8D,
26/08/2019,UTA715,B735,63
26/08/2019,BTI425,BCS3,54
26/08/2019,BTI74C,DH8D,54
26/08/2019,BTI480,DH8D,63
26/08/2019,BTI25K,DH8D,59
26/08/2019,AFL2683,A320,
26/08/2019,RYR8086,B738,
26/08/2019,BTI97T,B735,67
26/08/2019,BTI1R2,B733,58
26/08/2019,THY7GB,B738,
26/08/2019,UZB103,A20N,69
26/08/2019,BTI1F5,DH8D,
26/08/2019,BTI9HP,BCS3,57
26/08/2019,BTI222,B733,60
26/08/2019,WZZ3TK,A320,59
26/08/2019,BTI34H,DH8D,
26/08/2019,BTI3BJ,BCS3,
26/08/2019,BTI4YE,B733,
26/08/2019,RYR4UW,B738,51
26/08/2019,BTI448,DH8D,
26/08/2019,BTI12H,DH8D,
26/08/2019,BTI1T9,B735,
26/08/2019,BTI402,B733,
26/08/2019,AFL2100,SU95,82
26/08/2019,BTI60L,BCS3,61
26/08/2019,BTI8EP,BCS3,
26/08/2019,ART8218,A320,
26/08/2019,BTI7LZ,BCS3,65
26/08/2019,UTA716,B735,
26/08/2019,BTI1A5,B733,
26/08/2019,BTI30K,DH8D,
26/08/2019,DLH890,A320,54
26/08/2019,LOT7LK,CRJ9,47
26/08/2019,BTI6RZ,BCS3,79
26/08/2019,BTI6ER,B733,
26/08/2019,RYR26N,B738,
26/08/2019,BTI428,BCS3,
26/08/2019,BTI683,BCS3,
26/08/2019,NAX72R,B738,62
26/08/2019,WZZ5FY,A320,
26/08/2019,BTI69R,BCS3,46
26/08/2019,BTI412,DH8D,
26/08/2019,NAX8YA,B738,55
26/08/2019,FIN1KE,AT75,61
26/08/2019,BTI9KV,BCS3,
26/08/2019,LOT4EW,CRJ9,
26/08/2019,BTI65T,BCS3,63
26/08/2019,UZB104,A20N,
26/08/2019,BTI34G,DH8D,52
26/08/2019,NAX3RG,B738,
26/08/2019,BTI6A2,BCS3,62
26/08/2019,BTI3KL,DH8D,
26/08/2019,DLH891,A320,
26/08/2019,BTI630,BCS3,67
26/08/2019,AFL2101,SU95,
26/08/2019,RYR2KX,B738,64
26/08/2019,BTI31J,B733,62
26/08/2019,NAX9ZE,B738,
26/08/2019,BTI4GV,BCS3,57
26/08/2019,BTI1F6,DH8D,62
26/08/2019,FIN2NP,AT75,
26/08/2019,AUI185,E145,60
26/08/2019,RYR86MX,B738,
26/08/2019,BTI3P5,BCS3,
26/08/2019,BTI31C,DH8D,
26/08/2019,BTI03L,DH8D,70
26/08/2019,BTI34V,DH8D,
26/08/2019,BTI84F,BCS3,
26/08/2019,EVJ228,C25B,73
26/08/2019,AUI1RI,E145,
26/08/2019,BTI413,DH8D,64
26/08/2019,BTI6CV,BCS3,
26/08/2019,BTI3KB,BCS3,61
26/08/2019,BTI627,BCS3,
26/08/2019,WZZ2542,A320,58
26/08/2019,BTI3TG,B733,
26/08/2019,BTI6D9,BCS3,
26/08/2019,BTI6C3,BCS3,
26/08/2019,BTI403,B733,56
26/08/2019,BTI3MD,DH8D,69
26/08/2019,WZZ8HR,A320,59
26/08/2019,BTI16C,B735,61
26/08/2019,BTI6JK,B735,
26/08/2019,BTI6FV,B733,53
26/08/2019,BTI1B6,B733,52
26/08/2019,BTI433,BCS3,
26/08/2019,LOT781,CRJ9,52
26/08/2019,BTI2DF,BCS3,54
26/08/2019,BTI429,BCS3,75
26/08/2019,BTI3R6,BCS3,62
26/08/2019,BTI223,BCS3,
26/08/2019,BTI34L,DH8D,62
26/08/2019,FIN8ZE,AT75,63
26/08/2019,WZZ938,A320,
26/08/2019,LXA21V,GLEX,57
26/08/2019,THY54P,B738,68
26/08/2019,BTI7EU,DH8D,
26/08/2019,WZZ273,A320,
26/08/2019,BTI84W,B735,
26/08/2019,BTI483,DH8D,
26/08/2019,BTI15M,B733,
26/08/2019,BTI467,DH8D,
26/08/2019,BTI9JT,DH8D,
26/08/2019,BTI404,B733,
26/08/2019,BTI422,BCS3,
26/08/2019,BTI6UQ,BCS3,
26/08/2019,LOT782,CRJ9,
26/08/2019,BTI1P9,DH8D,
26/08/2019,FIN2MC,AT75,
26/08/2019,BTI1X9,B733,
26/08/2019,BTI69J,DH8D,
26/08/2019,THY4AF,B738,
26/08/2019,BTI1F8,DH8D,65
26/08/2019,UTA713,B735,59
26/08/2019,AFL2680,A320,84
26/08/2019,SRN6911,AT72,
26/08/2019,BTI9802,DH8D,61
26/08/2019,BTI24X,DH8D,
26/08/2019,UTA714,B735,
26/08/2019,AFL2681,A320,
26/08/2019,BCS5781,B752,
26/08/2019,BTI684,BCS3,75
26/08/2019,BTI6GB,BCS3,67
26/08/2019,BTI434,BCS3,51
26/08/2019,BTI11X,B733,58
26/08/2019,BTI468,DH8D,68
26/08/2019,BTI49E,B733,65
26/08/2019,TAY289A,B734,
26/08/2019,AUI187,E145,65
26/08/2019,RYR37FR,B738,57
26/08/2019,BTI6C4,BCS3,55
26/08/2019,BTI37D,DH8D,69
26/08/2019,BTI628,BCS3,73
26/08/2019,BTI4HE,BCS3,55
26/08/2019,BTI62D,BCS3,60
26/08/2019,BTI79M,DH8D,54
26/08/2019,BTI405,B733,64
26/08/2019,BTI3FT,BCS3,63
26/08/2019,BTI7TX,BCS3,56
26/08/2019,BTI6BM,BCS3,60
26/08/2019,BTI14B,DH8D,74
26/08/2019,BTI7KJ,B735,61
26/08/2019,RYR4YT,B738,52
26/08/2019,BTI4LF,DH8D,60
26/08/2019,BTI224,BCS3,60
26/08/2019,BTI423,BCS3,67
26/08/2019,RYR6AD,B738,
26/08/2019,BTI4UJ,BCS3,80
26/08/2019,BTI484,DH8D,66
26/08/2019,NAX7PA,B738,58
26/08/2019,BTI2J4,B735,68
26/08/2019,BTI445,DH8D,56
26/08/2019,RYR2D,B738,
26/08/2019,ART9219,A320,71
26/08/2019,BTI2PG,DH8D,60
26/08/2019,BTI32B,BCS3,
26/08/2019,BTI456,B733,
26/08/2019,WZZ371,A320,61
26/08/2019,BTI35Z,DH8D,
26/08/2019,BTI724,BCS3,
26/08/2019,BTI3U9,DH8D,
26/08/2019,BTI611,BCS3,
26/08/2019,BTI426,BCS3,
26/08/2019,BTI446,BCS3,
26/08/2019,BTI4TH,DH8D,
26/08/2019,BTI3LR,BCS3,
26/08/2019,BTI03Q,DH8D,
26/08/2019,BTI450,B733,
26/08/2019,BTI406,DH8D,
26/08/2019,NAX8MT,B738,
26/08/2019,DLH892,A20N,70
26/08/2019,BTI408,DH8D,
26/08/2019,VJT968,GLEX,119
26/08/2019,AFL2118,SU95,77
26/08/2019,WZZ890,A320,52
27/08/2019,BYS299,PC12,
27/08/2019,BTI451,B733,65
27/08/2019,BTI447,BCS3,62
27/08/2019,BTI03X,DH8D,68
27/08/2019,BTI3WX,DH8D,66
27/08/2019,BTI6BA,DH8D,73
27/08/2019,BTI409,DH8D,58
27/08/2019,BTI455,DH8D,72
27/08/2019,BTI32M,BCS3,54
27/08/2019,AUI188,E145,
27/08/2019,BTI612,BCS3,58
27/08/2019,BTI427,BCS3,53
27/08/2019,BTI36V,BCS3,54
27/08/2019,BTI35T,DH8D,66
27/08/2019,BTI35G,BCS3,54
27/08/2019,BTI407,DH8D,59
27/08/2019,DLH893,A20N,
27/08/2019,BTI457,B733,60
27/08/2019,BTI725,BCS3,58
27/08/2019,BTI7717,BCS3,
27/08/2019,BTI7HT,BCS3,
27/08/2019,BTI479,BCS3,
27/08/2019,BTI400,B733,
27/08/2019,BTI24E,DH8D,
27/08/2019,BTI424,BCS3,
27/08/2019,BTI2NY,DH8D,
27/08/2019,BTI416,B733,
27/08/2019,BTI8GJ,BCS3,
27/08/2019,WZZ8RU,A320,
27/08/2019,BTI60K,BCS3,
27/08/2019,BTI3ZB,DH8D,
27/08/2019,BTI221,BCS3,
27/08/2019,BTI13F,B733,
27/08/2019,BTI8LQ,BCS3,
27/08/2019,BTI31G,DH8D,
27/08/2019,BTI74A,BCS3,
27/08/2019,BTI695,BCS3,
27/08/2019,BTI629,B733,
27/08/2019,BTI6RV,BCS3,
27/08/2019,BTI6G1,BCS3,
27/08/2019,BTI15P,B735,
27/08/2019,BTI1M1,DH8D,
27/08/2019,BTI32A,DH8D,
27/08/2019,TAY987A,B734,56
27/08/2019,BCS5780,B752,63
27/08/2019,SRN6912,AT72,69
27/08/2019,FIN3PU,E190,60
27/08/2019,VPCML,GLF6,
27/08/2019,BRU841,E75L,57
27/08/2019,AXY2717,E35L,76
27/08/2019,RYR4372,B738,52
27/08/2019,FIN1RM,E190,
27/08/2019,AFL2682,A320,77
27/08/2019,BTI32J,DH8D,67
27/08/2019,BRU842,E75L,
27/08/2019,RYR5MQ,B738,69
27/08/2019,RYR4096,B738,56
27/08/2019,RYR90GC,B738,
27/08/2019,BTI443,DH8D,59
27/08/2019,BTI30Y,DH8D,59
27/08/2019,THY9DH,B738,64
27/08/2019,BTI1M2,DH8D,56
27/08/2019,BTI401,B733,59
27/08/2019,BTI8KT,DH8D,67
27/08/2019,BTI13G,B733,55
27/08/2019,EVJ237,C25B,
27/08/2019,BTI31T,DH8D,65
27/08/2019,BTI480,BCS3,64
27/08/2019,BTI425,BCS3,68
27/08/2019,BTI772,BCS3,52
27/08/2019,RYR4WD,B738,
27/08/2019,BTI97T,BCS3,70
27/08/2019,NAX72R,B738,57
27/08/2019,BTI74C,DH8D,66
27/08/2019,BTI25K,DH8D,55
27/08/2019,RYR2MB,B738,
27/08/2019,BTI1R2,B735,61
27/08/2019,MTL522P,AN26,
27/08/2019,AXY2718,E35L,
27/08/2019,AFL2683,A320,
27/08/2019,UTA715,B734,53
27/08/2019,BTI417,B733,55
27/08/2019,THY7GB,B738,
27/08/2019,BTI1F5,DH8D,
27/08/2019,BTI34H,DH8D,
27/08/2019,BTI9HP,BCS3,64
27/08/2019,MCCCP,GL5T,
27/08/2019,NAX3RG,B738,
27/08/2019,BTI30K,DH8D,
27/08/2019,BTI4YE,B733,
27/08/2019,RYR4UW,B738,62
27/08/2019,BTI448,DH8D,
27/08/2019,WZZ463,A320,58
27/08/2019,BTI1T9,DH8D,
27/08/2019,DLH890,A321,59
27/08/2019,BTI402,B735,
27/08/2019,BTI7LZ,BCS3,59
27/08/2019,BTI12H,DH8D,
27/08/2019,ART222,A320,66
27/08/2019,BTI7QN,BCS3,
27/08/2019,BTI60L,BCS3,68
27/08/2019,BTI491,BCS3,
27/08/2019,LOT7LK,CRJ9,74
27/08/2019,BTI428,BCS3,
27/08/2019,AFL2100,SU95,74
27/08/2019,NAX7PA,B738,60
27/08/2019,UTA716,B734,
27/08/2019,BTI1A5,B733,
27/08/2019,N505YY,B505,
27/08/2019,BTI6RZ,BCS3,51
27/08/2019,BTI6ER,B733,
27/08/2019,RYR26N,B738,
27/08/2019,BTI222,BCS3,59
27/08/2019,FIN1KE,E190,59
27/08/2019,BTI683,BCS3,
27/08/2019,BTI37F,DH8D,
27/08/2019,BTI69R,BCS3,65
27/08/2019,WZZ1541,A320,
27/08/2019,BTI412,DH8D,
27/08/2019,BTI65T,BCS3,57
27/08/2019,DLH891,A321,
27/08/2019,BTI03K,DH8D,
27/08/2019,LOT4EW,CRJ9,
27/08/2019,BTI630,B733,62
27/08/2019,NAX8MT,B738,
27/08/2019,BTI696,BCS3,60
27/08/2019,BTI9KV,BCS3,
27/08/2019,URG537,SF34,79
27/08/2019,BTI34G,DH8D,61
27/08/2019,BTI31J,B733,64
27/08/2019,WZZ6279,A320,62
27/08/2019,BTI7718,BCS3,62
27/08/2019,MYX427,A320,
27/08/2019,AFL2101,SU95,
27/08/2019,BTI30E,DH8D,58
27/08/2019,SMOOT73,B752,73
27/08/2019,BTI1F7,B735,
27/08/2019,RYR30BU,B738,64
27/08/2019,BTI8TK,BCS3,58
27/08/2019,WZZ220,A320,
27/08/2019,FIN2NP,E190,
27/08/2019,BTI3P5,DH8D,
27/08/2019,WZZ6280,A320,
27/08/2019,BTI449,DH8D,49
27/08/2019,BTI03L,DH8D,54
27/08/2019,BTI31C,DH8D,
27/08/2019,RYR8257,B738,
27/08/2019,BTI34V,DH8D,
27/08/2019,BTI9PG,B733,
27/08/2019,BTI6BL,BCS3,
27/08/2019,BTI2WT,BCS3,
27/08/2019,BTI413,DH8D,60
27/08/2019,BTI84F,BCS3,
27/08/2019,BTI3TG,BCS3,
27/08/2019,BTI403,B735,60
27/08/2019,BTI12G,DH8D,75
27/08/2019,BTI659,B733,
27/08/2019,BTI6D9,BCS3,
27/08/2019,BTI429,BCS3,57
27/08/2019,THY4104,B738,75
27/08/2019,BTI1J7,DH8D,
27/08/2019,BTI433,BCS3,
27/08/2019,BTI1B6,B733,53
27/08/2019,BTI492,BCS3,52
27/08/2019,LOT781,CRJ9,61
27/08/2019,FIN8ZE,AT75,38
27/08/2019,BTI6JK,BCS3,
27/08/2019,BTI34L,DH8D,60
27/08/2019,BTI1F8,B735,70
27/08/2019,BTI31B,DH8D,58
27/08/2019,WZZ1060,A320,51
27/08/2019,BTI223,BCS3,
27/08/2019,RYR711R,B738,73
27/08/2019,BTI3R6,DH8D,74
27/08/2019,THY4105,B738,
27/08/2019,BTI4ZK,DH8D,
27/08/2019,BTI15M,B735,
27/08/2019,BTI1P9,B733,
27/08/2019,THY54P,B738,64
27/08/2019,BTI24X,DH8D,
27/08/2019,BTI9JT,DH8D,
27/08/2019,BTI6UQ,BCS3,
27/08/2019,LOT782,CRJ9,
27/08/2019,BTI404,B735,
27/08/2019,BTI467,DH8D,
27/08/2019,BTI422,BCS3,
27/08/2019,BTI84W,DH8D,
27/08/2019,RYR924,B738,
27/08/2019,BTI1X9,DH8D,
27/08/2019,BTI444,DH8D,
27/08/2019,WZZ2PC,A320,
27/08/2019,RYR90QK,B738,52
27/08/2019,RYR38YL,B738,
27/08/2019,UTA713,B735,80
27/08/2019,MYX428,A320,89
27/08/2019,AFL2681,A320,
27/08/2019,ENT5108,B738,59
27/08/2019,RYR9UB,B738,64
27/08/2019,BTI7CP,DH8D,71
27/08/2019,BTI684,BCS3,56
27/08/2019,BTI6GB,BCS3,73
27/08/2019,WZZ97,A320,64
27/08/2019,BTI434,BCS3,67
27/08/2019,BTI468,DH8D,68
27/08/2019,BTI49E,BCS3,60
27/08/2019,BTI4TV,B733,61
27/08/2019,BTI2PG,DH8D,58
27/08/2019,BTI7QX,BCS3,65
27/08/2019,BTI37D,DH8D,41
27/08/2019,RYR4YT,B738,55
27/08/2019,BTI11X,DH8D,50
27/08/2019,AUI187,E145,70
27/08/2019,BTI445,DH8D,53
27/08/2019,TAY589C,B734,
27/08/2019,BTI1J8,DH8D,42
27/08/2019,BTI14B,B733,59
27/08/2019,BTI15L,B735,72
27/08/2019,BTI62D,BCS3,62
27/08/2019,BTI79M,DH8D,59
27/08/2019,BTI405,B735,64
27/08/2019,BTI660,B733,55
27/08/2019,BTI4UJ,BCS3,62
27/08/2019,WZZ938,A320,
27/08/2019,BTI6BM,BCS3,53
27/08/2019,BTI423,BCS3,56
27/08/2019,BTI688,BCS3,54
27/08/2019,BTI8HM,BCS3,66
27/08/2019,BTI7KJ,BCS3,54
27/08/2019,BTI224,BCS3,65
27/08/2019,IBK2LY,B738,75
27/08/2019,BTI4HE,BCS3,49
27/08/2019,RYR6AD,B738,
27/08/2019,BTI35Z,DH8D,
27/08/2019,BTI724,BCS3,
27/08/2019,IBK1WA,B738,
27/08/2019,BTI3U9,DH8D,
27/08/2019,BTI36D,BCS3,
27/08/2019,DLH892,A320,67
27/08/2019,BTI32B,BCS3,
27/08/2019,BTI454,DH8D,
27/08/2019,BTI03Q,DH8D,
27/08/2019,BTI67G,BCS3,
27/08/2019,BTI426,BCS3,
27/08/2019,BTI2J4,DH8D,71
27/08/2019,BTI410,B733,
27/08/2019,BTI771,BCS3,
27/08/2019,AFL2118,SU95,81
27/08/2019,BTI406,DH8D,
27/08/2019,WZZ5KC,A320,68
27/08/2019,LOT87G,CRJ9,61
27/08/2019,AFL2119,SU95,
28/08/2019,WZZ371,A320,61
28/08/2019,BTI411,B733,70
28/08/2019,AXY2817,E35L,65
28/08/2019,BTI7747,BCS3,
28/08/2019,BTI8HN,BCS3,68
28/08/2019,BTI455,DH8D,47
28/08/2019,BTI03X,DH8D,50
28/08/2019,LOT79M,CRJ9,
28/08/2019,BTI407,DH8D,49
28/08/2019,BTI35T,DH8D,46
28/08/2019,WZZ2595,A320,
28/08/2019,BTI3WX,DH8D,73
28/08/2019,BTI32M,BCS3,62
28/08/2019,BTI35G,B733,60
28/08/2019,DLH893,A320,
28/08/2019,BTI447,BCS3,64
28/08/2019,BTI36V,BCS3,57
28/08/2019,AUI188,E145,
28/08/2019,BTI427,BCS3,72
28/08/2019,WZZ4AL,A320,
28/08/2019,BTI725,BCS3,66
28/08/2019,BTI658,BCS3,46
28/08/2019,BTI424,BCS3,
28/08/2019,BTI400,B735,
28/08/2019,BTI60K,BCS3,
28/08/2019,BTI74A,BCS3,
28/08/2019,BTI6A1,BCS3,
28/08/2019,BTI8LQ,BCS3,
28/08/2019,BTI31G,DH8D,
28/08/2019,BTI8GJ,BCS3,
28/08/2019,BTI221,B735,
28/08/2019,BTI3ZB,DH8D,
28/08/2019,BTI13F,B733,
28/08/2019,BTI7KP,DH8D,
28/08/2019,BTI7PY,BCS3,
28/08/2019,BTI1M1,DH8D,
28/08/2019,BTI442,DH8D,
28/08/2019,BTI6G1,BCS3,
28/08/2019,BTI28A,B733,
28/08/2019,BTI15P,B733,
28/08/2019,BTI30W,DH8D,
28/08/2019,BTI629,BCS3,
28/08/2019,BCS5780,B752,81
28/08/2019,TAY987A,B734,63
28/08/2019,FIN3PU,E190,64
28/08/2019,SRN6912,AT72,75
28/08/2019,FIN1RM,E190,
28/08/2019,BTI772,BCS3,60
28/08/2019,BTI32J,DH8D,66
28/08/2019,AFL2682,A321,84
28/08/2019,THY9DH,B738,62
28/08/2019,BTI30Y,DH8D,61
28/08/2019,MMEVA,C560,79
28/08/2019,BTI1M2,DH8D,60
28/08/2019,BTI8KT,DH8D,59
28/08/2019,OHY743,A321,61
28/08/2019,RYR5MQ,B738,65
28/08/2019,LXA21V,GLEX,
28/08/2019,BTI401,B735,63
28/08/2019,BTI747,BCS3,70
28/08/2019,BTI31T,DH8D,59
28/08/2019,BTI97T,BCS3,64
28/08/2019,BTI13G,B733,60
28/08/2019,BTI3G2,DH8D,64
28/08/2019,RYR106H,B738,58
28/08/2019,BTI425,BCS3,65
28/08/2019,BTI480,DH8D,74
28/08/2019,BTI1R2,B733,56
28/08/2019,BTI25K,DH8D,68
28/08/2019,SMOOT73,B752,
28/08/2019,JTG833,B737,68
28/08/2019,NAX7PA,B738,56
28/08/2019,BTI9801,B733,83
28/08/2019,AFL2683,A321,
28/08/2019,UTA715,B735,60
28/08/2019,RYR4WD,B738,
28/08/2019,RYR8086,B738,
28/08/2019,BTI1F5,DH8D,
28/08/2019,THY7GB,B738,
28/08/2019,AAB912,CL35,61
28/08/2019,WZZ3TK,A320,60
28/08/2019,BTI34H,DH8D,
28/08/2019,BTI4YE,DH8D,
28/08/2019,RYR4UW,B738,55
28/08/2019,BTI9HP,BCS3,57
28/08/2019,AMQ5M,LJ60,64
28/08/2019,OHY744,A321,
28/08/2019,BTI3BJ,BCS3,
28/08/2019,NAX8MT,B738,
28/08/2019,JTG9834,B737,
28/08/2019,BTI448,DH8D,
28/08/2019,BTI402,DH8D,
28/08/2019,BTI12H,DH8D,
28/08/2019,BTI8KA,BCS3,
28/08/2019,BTI1T9,B735,
28/08/2019,BTI1A5,B733,
28/08/2019,UTA716,B735,
28/08/2019,ART232,A320,58
28/08/2019,BTI428,BCS3,
28/08/2019,LOT7LK,CRJ9,65
28/08/2019,RYR26N,B738,
28/08/2019,BTI60L,BCS3,72
28/08/2019,DLH890,A320,56
28/08/2019,BTI30K,DH8D,
28/08/2019,BTI6RZ,BCS3,66
28/08/2019,AAB912,CL35,
28/08/2019,BTI2HU,BCS3,
28/08/2019,BTI7748,BCS3,62
28/08/2019,WZZ9AS,A320,
28/08/2019,BTI9TV,B733,61
28/08/2019,BTI6ER,B733,
28/08/2019,AFL2100,SU95,65
28/08/2019,NAX72R,B738,59
28/08/2019,FIN1KE,E190,73
28/08/2019,BTI412,DH8D,
28/08/2019,BTI9802,BCS3,
28/08/2019,NAX8YA,B738,62
28/08/2019,BTI683,BCS3,
28/08/2019,BTI6A2,BCS3,72
28/08/2019,MYX9471,A320,
28/08/2019,BTI03K,DH8D,
28/08/2019,WZZ2596,A320,60
28/08/2019,LOT4EW,CRJ9,
28/08/2019,BTI65T,BCS3,58
28/08/2019,DLH891,A320,
28/08/2019,BTI31J,DH8D,57
28/08/2019,BTI34G,DH8D,57
28/08/2019,NAX3RG,B738,
28/08/2019,BTI9KV,BCS3,
28/08/2019,NAX9ZE,B738,
28/08/2019,AFL2101,SU95,
28/08/2019,BTI630,BCS3,60
28/08/2019,BTI1F6,DH8D,55
28/08/2019,FIN2NP,E190,
28/08/2019,BTI1F7,DH8D,
28/08/2019,CIG1801,H25B,96
28/08/2019,WZZ5FY,A320,
28/08/2019,AUI185,E145,60
28/08/2019,BTI30E,DH8D,81
28/08/2019,BTI449,DH8D,64
28/08/2019,BTI695,BCS3,
28/08/2019,BTI84F,BCS3,
28/08/2019,BTI34V,DH8D,
28/08/2019,T7CCM,CL60,92
28/08/2019,BTI413,DH8D,67
28/08/2019,AUI1RI,E145,
28/08/2019,BTI12G,DH8D,58
28/08/2019,BTI6CV,B733,
28/08/2019,BTI6D9,BCS3,
28/08/2019,BTI403,DH8D,71
28/08/2019,BTI16C,B735,67
28/08/2019,BTI429,BCS3,68
28/08/2019,BTI6JK,B735,
28/08/2019,BTI6FV,B733,62
28/08/2019,BTI1B6,B733,63
28/08/2019,BTI433,BCS3,
28/08/2019,AMQ5M,LJ60,
28/08/2019,FIN8ZE,E190,58
28/08/2019,BTI31B,DH8D,60
28/08/2019,LOT781,CRJ9,59
28/08/2019,BTI2DF,BCS3,62
28/08/2019,BTI1F8,DH8D,66
28/08/2019,BTI34L,DH8D,65
28/08/2019,BTI223,BCS3,
28/08/2019,BTI3R6,DH8D,66
28/08/2019,WZZ2573,A320,66
28/08/2019,BTI483,DH8D,
28/08/2019,FIN2MC,E190,
28/08/2019,BTI84W,B735,
28/08/2019,BTI4ZK,DH8D,
28/08/2019,BTI1P9,B733,
28/08/2019,BTI15M,B733,
28/08/2019,BTI404,DH8D,
28/08/2019,WRC7001,A320,86
28/08/2019,BTI24X,DH8D,
28/08/2019,LOT782,CRJ9,
28/08/2019,BTI467,DH8D,
28/08/2019,BTI1X9,BCS3,
28/08/2019,BTI422,BCS3,
28/08/2019,BTI444,DH8D,
28/08/2019,WZZ8HR,A320,63
28/08/2019,WZZ938,A320,
28/08/2019,BRU841,E75S,76
28/08/2019,BTI3MD,DH8D,67
28/08/2019,BTI7756,BCS3,68
28/08/2019,AFL2680,A320,77
28/08/2019,BTI69J,DH8D,
28/08/2019,ART433,A320,
28/08/2019,WZZ2597,A320,
28/08/2019,SRN6911,AT72,
28/08/2019,BRU842,E75S,
28/08/2019,UTA713,B735,16
28/08/2019,VPBGP,E35L,88
28/08/2019,VPBGP,E35L,
28/08/2019,BTI9804,BCS3,72
28/08/2019,BCS5781,B752,
28/08/2019,BTI6UQ,BCS3,
28/08/2019,UTA714,B735,
28/08/2019,BTI3KB,BCS3,85
28/08/2019,RYR2483,B738,
28/08/2019,BTI11X,BCS3,57
28/08/2019,BTI2PG,DH8D,54
28/08/2019,ART9433,A320,70
28/08/2019,BTI49E,B733,64
28/08/2019,BTI445,DH8D,68
28/08/2019,BTI6GB,BCS3,67
28/08/2019,BTI684,BCS3,58
28/08/2019,BTI468,DH8D,78
28/08/2019,BTI7CP,DH8D,66
28/08/2019,BTI37D,DH8D,87
28/08/2019,BTI14B,B733,67
28/08/2019,BTI62D,BCS3,71
28/08/2019,BTI434,BCS3,64
28/08/2019,BTI15L,B733,69
28/08/2019,TAY589C,B734,
28/08/2019,BTI79M,DH8D,61
28/08/2019,RYR2KX,B738,67
28/08/2019,BTI6BM,BCS3,55
28/08/2019,BTI4HE,BCS3,54
28/08/2019,AUI187,E145,71
28/08/2019,BTI7KJ,B735,62
28/08/2019,BTI4LF,DH8D,64
28/08/2019,BTI7TX,B733,67
28/08/2019,RYR37FR,B738,65
28/08/2019,BTI696,BCS3,69
28/08/2019,BTI2MZ,BCS3,61
28/08/2019,BTI2J4,B735,67
28/08/2019,BTI405,DH8D,88
28/08/2019,RYR4YT,B738,71
28/08/2019,BTI484,DH8D,89
28/08/2019,BTI224,BCS3,56
28/08/2019,BTI423,BCS3,76
28/08/2019,RYR86MX,B738,
28/08/2019,BTI732,BCS3,
28/08/2019,IBK2LY,B738,63
28/08/2019,RYR6AD,B738,
28/08/2019,RYR2D,B738,
28/08/2019,BTI3LR,BCS3,
28/08/2019,BTI36D,BCS3,
28/08/2019,BTI32B,BCS3,
28/08/2019,BTI4TH,DH8D,
28/08/2019,BTI3U9,DH8D,
28/08/2019,BTI454,DH8D,
28/08/2019,BTI446,B735,
28/08/2019,IBK1WA,B738,
28/08/2019,BTI406,BCS3,
28/08/2019,BTI03Q,DH8D,
28/08/2019,BTI611,BCS3,
28/08/2019,BTI426,BCS3,
