DATE,CALLSIGN,TYPE,ROTA
02/09/2019,BTI9KV,BCS3,
02/09/2019,RYR2KX,B738,59
02/09/2019,NAX3RG,B738,
02/09/2019,BTI65T,BCS3,56
02/09/2019,AFL2101,SU95,
02/09/2019,NAX9ZE,B738,
02/09/2019,BTI30E,DH8D,59
02/09/2019,BTI1F6,BCS3,56
02/09/2019,BTI4GV,BCS3,60
02/09/2019,AUI185,E145,59
02/09/2019,RYR86MX,B738,
02/09/2019,BTI31C,DH8D,
02/09/2019,BTI03L,DH8D,66
02/09/2019,BTI84F,BCS3,
02/09/2019,AUI1RI,E145,
02/09/2019,BTI627,BCS3,
02/09/2019,BTI413,DH8D,59
02/09/2019,BTI12G,DH8D,64
02/09/2019,BTI3TG,B733,
02/09/2019,BTI403,B735,64
02/09/2019,WZZ8HR,A320,61
02/09/2019,BTI6JK,BCS3,
02/09/2019,BTI3MD,DH8D,62
02/09/2019,BTI6FV,B733,61
02/09/2019,BTI433,BCS3,
02/09/2019,WZZ2542,A320,68
02/09/2019,BTI6D9,BCS3,
02/09/2019,BTI1B6,B733,57
02/09/2019,BTI6C3,BCS3,
02/09/2019,BTI16C,DH8D,66
02/09/2019,BTI429,BCS3,65
02/09/2019,BTI2DF,BCS3,71
02/09/2019,FIN8ZE,AT75,43
02/09/2019,BTI34L,DH8D,65
02/09/2019,BTI3R6,DH8D,66
02/09/2019,LOT781,CRJ9,74
02/09/2019,BTI31B,DH8D,63
02/09/2019,BTI1F8,DH8D,43
02/09/2019,WZZ938,A320,
02/09/2019,BTI223,BCS3,
02/09/2019,FIN2MC,AT75,
02/09/2019,BTI7EU,DH8D,
02/09/2019,BTI84W,DH8D,
02/09/2019,BTI15M,B733,
02/09/2019,BTI9JT,DH8D,
02/09/2019,THY54P,A321,66
02/09/2019,BTI24X,DH8D,
02/09/2019,LOT782,CRJ9,
02/09/2019,BTI404,DH8D,
02/09/2019,BTI422,BCS3,
02/09/2019,BTI6UQ,BCS3,
02/09/2019,WZZ273,A320,
02/09/2019,BTI1X9,B733,
02/09/2019,BTI444,B735,
02/09/2019,THY4AF,A321,
02/09/2019,AFL2680,A320,70
02/09/2019,UTA713,B735,57
02/09/2019,SRN6911,AT72,
02/09/2019,MYX9352,A320,71
02/09/2019,VJT467,CL35,60
02/09/2019,VJT467,CL35,
02/09/2019,BCS5781,B752,
02/09/2019,UTA714,B735,
02/09/2019,AFL2681,A320,
02/09/2019,BTI684,BCS3,67
02/09/2019,BTI49E,B733,53
02/09/2019,BTI434,BCS3,61
02/09/2019,BTI6GB,BCS3,70
02/09/2019,BTI7KJ,BCS3,53
02/09/2019,TAY289A,B734,
02/09/2019,BTI468,DH8D,64
02/09/2019,BTI11X,B733,60
02/09/2019,BTI628,BCS3,58
02/09/2019,BTI445,B735,54
02/09/2019,BTI3FT,BCS3,52
02/09/2019,BTI14B,DH8D,54
02/09/2019,AUI187,E145,64
02/09/2019,BTI79M,DH8D,66
02/09/2019,BTI62D,BCS3,56
02/09/2019,BTI4HE,BCS3,58
02/09/2019,BTI6C4,BCS3,58
02/09/2019,RYR37FR,B738,60
02/09/2019,BTI7TX,B735,59
02/09/2019,RYR4YT,B738,51
02/09/2019,BTI37D,DH8D,67
02/09/2019,BTI4LF,DH8D,49
02/09/2019,BTI2PG,DH8D,64
02/09/2019,BTI4UJ,BCS3,74
02/09/2019,BTI405,DH8D,55
02/09/2019,BTI484,DH8D,44
02/09/2019,BTI423,BCS3,57
02/09/2019,BTI2J4,DH8D,64
02/09/2019,BTI6BM,BCS3,62
02/09/2019,BTI224,BCS3,79
02/09/2019,RYR2D,B738,
02/09/2019,RYR6AD,B738,
02/09/2019,NAX7PA,B738,67
02/09/2019,BTI3LR,B733,
02/09/2019,BTI3U9,DH8D,
02/09/2019,WZZ371,A320,60
02/09/2019,BTI456,B733,
02/09/2019,BTI35Z,DH8D,
02/09/2019,BTI32B,BCS3,
02/09/2019,BTI36D,BCS3,
02/09/2019,BTI446,B735,
02/09/2019,BTI724,BCS3,
02/09/2019,BTI406,DH8D,
02/09/2019,BTI426,BCS3,
02/09/2019,BTI450,B733,
02/09/2019,BTI454,DH8D,
02/09/2019,BTI03Q,DH8D,
02/09/2019,DLH892,A320,67
02/09/2019,NAX8MT,B738,
02/09/2019,AFL2118,SU95,82
02/09/2019,WZZ890,A320,66
02/09/2019,GZP131,SU95,79
02/09/2019,VPC10,G150,52
03/09/2019,ART221,A320,
03/09/2019,BTI451,B733,64
03/09/2019,BTI409,DH8D,60
03/09/2019,BTI6BA,DH8D,70
03/09/2019,BTI3WX,DH8D,75
03/09/2019,BTI03X,DH8D,77
03/09/2019,BTI455,DH8D,61
03/09/2019,BTI447,B735,71
03/09/2019,DLH893,A320,
03/09/2019,BTI35T,DH8D,68
03/09/2019,BTI407,DH8D,69
03/09/2019,BTI457,B733,66
03/09/2019,BTI32M,BCS3,70
03/09/2019,BTI36V,BCS3,61
03/09/2019,BTI35G,B733,58
03/09/2019,AUI188,E145,
03/09/2019,BTI427,BCS3,66
03/09/2019,BTI612,BCS3,65
03/09/2019,BTI725,BCS3,49
03/09/2019,WZZ4AL,A320,
03/09/2019,BTI7717,BCS3,
03/09/2019,BTI400,DH8D,
03/09/2019,BTI7HT,BCS3,
03/09/2019,BTI24E,DH8D,
03/09/2019,BTI479,B733,
03/09/2019,BTI60K,BCS3,
03/09/2019,BTI74A,BCS3,
03/09/2019,WZZ8RU,A320,
03/09/2019,BTI416,B733,
03/09/2019,BTI7PY,BCS3,
03/09/2019,BTI2NY,BCS3,
03/09/2019,BTI424,BCS3,
03/09/2019,BTI8LQ,BCS3,
03/09/2019,BTI221,B733,
03/09/2019,BTI8GJ,BCS3,
03/09/2019,BTI6RV,BCS3,
03/09/2019,BTI13F,DH8D,
03/09/2019,BTI30W,DH8D,
03/09/2019,BTI442,DH8D,
03/09/2019,BTI695,BCS3,
03/09/2019,BTI1M1,B735,
03/09/2019,BTI629,BCS3,
03/09/2019,BTI32A,DH8D,
03/09/2019,BCS5780,B752,87
03/09/2019,TAY987A,B734,60
03/09/2019,SRN6912,AT72,60
03/09/2019,FIN3PU,AT75,43
03/09/2019,BRU841,E75L,47
03/09/2019,RYR4372,B738,52
03/09/2019,AFL2682,A320,63
03/09/2019,BTI32J,DH8D,51
03/09/2019,BRU842,E75L,
03/09/2019,RYR4096,B738,63
03/09/2019,RYR5MQ,B738,46
03/09/2019,BTI1M2,B735,50
03/09/2019,RYR90GC,B738,
03/09/2019,THY9DH,B738,64
03/09/2019,BTI443,DH8D,69
03/09/2019,BTI30Y,DH8D,55
03/09/2019,BTI97T,BCS3,52
03/09/2019,BTI401,DH8D,52
03/09/2019,BTI425,BCS3,50
03/09/2019,BTI8KT,DH8D,47
03/09/2019,BTI3G2,DH8D,50
03/09/2019,NAX72R,B738,56
03/09/2019,RYR2MB,B738,
03/09/2019,BTI31T,DH8D,59
03/09/2019,BTI13G,DH8D,44
03/09/2019,BTI480,B733,50
03/09/2019,RYR4WD,B738,
03/09/2019,BTI25K,DH8D,51
03/09/2019,BTI1R2,B733,55
03/09/2019,BTI1F5,DH8D,
03/09/2019,NAX3RG,B738,
03/09/2019,BTI4YE,DH8D,
03/09/2019,BTI9HP,BCS3,59
03/09/2019,BTI417,B733,58
03/09/2019,WZZ3TK,A320,68
03/09/2019,BTI448,DH8D,
03/09/2019,RYR4UW,B738,55
03/09/2019,BTI222,B733,54
03/09/2019,WZZ463,A320,54
03/09/2019,BTI1T9,DH8D,
03/09/2019,BTI60L,BCS3,60
03/09/2019,DLH890,A321,50
03/09/2019,BTI402,B735,
03/09/2019,OEFUX,C25A,60
03/09/2019,ART222,A320,57
03/09/2019,UTA716,B735,
03/09/2019,LOT7LK,CRJ9,59
03/09/2019,BTI491,BCS3,
03/09/2019,BTI1A5,B735,
03/09/2019,BTI7LZ,BCS3,58
03/09/2019,BTI428,BCS3,
03/09/2019,AFL2100,SU95,73
03/09/2019,WZZ220,A320,
03/09/2019,RYR26N,B738,
03/09/2019,MCCCP,GL5T,
03/09/2019,BTI37F,DH8D,
03/09/2019,BTI6RZ,BCS3,54
03/09/2019,BTI6ER,B733,
03/09/2019,WZZ1541,A320,
03/09/2019,BTI412,DH8D,
03/09/2019,BTI69R,BCS3,64
03/09/2019,BTI7QN,BCS3,
03/09/2019,BTI683,BCS3,
03/09/2019,BTI65T,BCS3,63
03/09/2019,BTI03K,BCS3,
03/09/2019,LOT4EW,CRJ9,
03/09/2019,BTI630,BCS3,50
03/09/2019,DLH891,A321,
03/09/2019,BTI31J,DH8D,54
03/09/2019,BTI696,BCS3,56
03/09/2019,BTI34G,DH8D,52
03/09/2019,DCAWK,C68A,56
03/09/2019,BTI7718,BCS3,53
03/09/2019,WZZ6279,A320,62
03/09/2019,BTI30E,DH8D,46
03/09/2019,MYX427,A320,
03/09/2019,LLM9591,A320,73
03/09/2019,BTI8TK,BCS3,60
03/09/2019,RYR30BU,B738,52
03/09/2019,BTI3P5,DH8D,
03/09/2019,BTI449,DH8D,66
03/09/2019,WZZ6280,A320,
03/09/2019,BTI34V,DH8D,
03/09/2019,BTI31C,DH8D,
03/09/2019,RYR8257,B738,
03/09/2019,BTI2WT,BCS3,
03/09/2019,BTI03L,BCS3,65
03/09/2019,BTI9PG,B733,
03/09/2019,LLM9592,A320,
03/09/2019,BTI84F,BCS3,
03/09/2019,DCAWK,C68A,
03/09/2019,AOJ71H,C750,61
03/09/2019,BTI2BZ,DH8D,66
03/09/2019,BTI12G,DH8D,63
03/09/2019,BTI413,DH8D,73
03/09/2019,BTI3TG,BCS3,
03/09/2019,BTI6D9,BCS3,
03/09/2019,BTI403,B735,58
03/09/2019,BTI6C3,BCS3,
03/09/2019,BTI429,BCS3,53
03/09/2019,THY4104,B738,77
03/09/2019,BTI1B6,B735,52
03/09/2019,BTI433,BCS3,
03/09/2019,BTI16C,DH8D,59
03/09/2019,BTI1J7,DH8D,
03/09/2019,FIN8ZE,AT75,66
03/09/2019,BTI3R6,DH8D,53
03/09/2019,BTI34L,DH8D,54
03/09/2019,LOT781,CRJ9,63
03/09/2019,RYR711R,B738,69
03/09/2019,BTI31B,DH8D,51
03/09/2019,BTI492,BCS3,68
03/09/2019,BTI6FV,B733,61
03/09/2019,BTI1F8,DH8D,52
03/09/2019,WZZ1060,A320,64
03/09/2019,BTI223,B735,
03/09/2019,THY4105,B738,
03/09/2019,BTI84W,B733,
03/09/2019,RYR924,B738,
03/09/2019,BTI9JT,DH8D,
03/09/2019,BTI4ZK,DH8D,
03/09/2019,BTI6UQ,BCS3,
03/09/2019,BTI1P9,DH8D,
03/09/2019,BTI404,DH8D,
03/09/2019,BTI15M,B733,
03/09/2019,BTI24X,DH8D,
03/09/2019,BTI444,DH8D,
03/09/2019,BTI422,BCS3,
03/09/2019,LOT782,CRJ9,
03/09/2019,BTI1X9,DH8D,
03/09/2019,WZZ2PC,A320,
03/09/2019,RYR90QK,B738,64
03/09/2019,THY54P,B738,63
03/09/2019,MCCCP,GL5T,66
03/09/2019,WZZ97,A320,64
03/09/2019,RYR38YL,B738,
03/09/2019,THY4AF,B738,
03/09/2019,UTA713,B735,65
03/09/2019,AFL2680,A320,79
03/09/2019,WZZ938,A320,
03/09/2019,BCS5781,B752,
03/09/2019,UTA714,B735,
03/09/2019,AFL2681,A320,
03/09/2019,ENT5108,B738,74
03/09/2019,RYR4YT,B738,71
03/09/2019,BTI49E,BCS3,53
03/09/2019,BTI434,BCS3,69
03/09/2019,BTI684,BCS3,68
03/09/2019,BTI4TV,B733,66
03/09/2019,BTI2PG,DH8D,67
03/09/2019,BTI468,DH8D,67
03/09/2019,BTI6GB,BCS3,67
03/09/2019,BTI11X,DH8D,68
03/09/2019,BTI445,DH8D,64
03/09/2019,BTI7QX,BCS3,59
03/09/2019,TAY589C,B734,
03/09/2019,BTI15L,B733,61
03/09/2019,ENT5107,B738,
03/09/2019,BTI7KJ,BCS3,61
03/09/2019,BTI1J8,DH8D,65
03/09/2019,BTI79M,DH8D,61
03/09/2019,BTI4HE,BCS3,64
03/09/2019,AUI187,E145,57
03/09/2019,BTI4UJ,BCS3,65
03/09/2019,IJM070,G280,70
03/09/2019,BTI2J4,B733,62
03/09/2019,RYR2D,B738,
03/09/2019,RYR37FR,B738,66
03/09/2019,RYR82UE,B738,
03/09/2019,BTI62D,BCS3,67
03/09/2019,BTI6BM,BCS3,72
03/09/2019,BTI405,DH8D,75
03/09/2019,BTI660,B733,59
03/09/2019,IBK2LY,B738,64
03/09/2019,BTI224,B735,66
03/09/2019,BTI423,BCS3,75
03/09/2019,BTI657,BCS3,
03/09/2019,RYR6AD,B738,
03/09/2019,BTI8HM,BCS3,60
03/09/2019,BTI32B,BCS3,
03/09/2019,BTI35Z,DH8D,
03/09/2019,IBK1WA,B738,
03/09/2019,BTI724,BCS3,
03/09/2019,BTI36D,BCS3,
03/09/2019,BTI3LR,B733,
03/09/2019,BTI3U9,DH8D,
03/09/2019,DLH892,A320,66
03/09/2019,BTI746,BCS3,
03/09/2019,BTI454,DH8D,
03/09/2019,BTI426,BCS3,
03/09/2019,BTI67G,BCS3,
03/09/2019,BTI03Q,DH8D,
03/09/2019,BTI410,B733,
03/09/2019,BTI771,BCS3,
03/09/2019,WZZ5KC,A320,67
03/09/2019,AFL2118,SU95,87
03/09/2019,LOT87G,CRJ9,70
03/09/2019,WZZ371,A320,68
03/09/2019,AFL2119,SU95,
04/09/2019,ART231,A320,
04/09/2019,BTI411,B733,69
04/09/2019,AUI188,E145,
04/09/2019,BTI7747,BCS3,
04/09/2019,BTI8HN,BCS3,85
04/09/2019,BTI455,DH8D,67
04/09/2019,WZZ2595,A320,
04/09/2019,BTI03X,DH8D,65
04/09/2019,LOT79M,CRJ9,
04/09/2019,BTI3WX,DH8D,76
04/09/2019,BTI32M,BCS3,57
04/09/2019,DLH893,A320,
04/09/2019,BTI35T,DH8D,52
04/09/2019,BTI36V,BCS3,57
04/09/2019,BTI407,DH8D,59
04/09/2019,BTI427,BCS3,62
04/09/2019,WZZ4AL,A320,
04/09/2019,BTI35G,B733,74
04/09/2019,BTI725,BCS3,64
04/09/2019,BTI658,BCS3,61
04/09/2019,BTI8LQ,DH8D,
04/09/2019,BTI400,DH8D,
04/09/2019,BTI424,BCS3,
04/09/2019,BTI24E,DH8D,
04/09/2019,BTI60K,BCS3,
04/09/2019,BTI8GJ,BCS3,
04/09/2019,BTI3ZB,DH8D,
04/09/2019,BTI31G,DH8D,
04/09/2019,BTI7PY,B733,
04/09/2019,BTI13F,B733,
04/09/2019,BTI221,BCS3,
04/09/2019,BTI442,B733,
04/09/2019,BTI74A,BCS3,
04/09/2019,BTI1M1,BCS3,
04/09/2019,BTI28A,B733,
04/09/2019,BTI6G1,BCS3,
04/09/2019,BTI15P,B735,
04/09/2019,BTI629,BCS3,
04/09/2019,BTI6RV,BCS3,
04/09/2019,BCS5780,B752,79
04/09/2019,TAY987A,B734,73
04/09/2019,SRN6912,AT72,79
04/09/2019,FIN3PU,AT75,71
04/09/2019,FIN1RM,AT75,
04/09/2019,BTI32J,DH8D,73
04/09/2019,BTI772,BCS3,66
04/09/2019,AFL2682,A321,68
04/09/2019,BTI1M2,BCS3,69
04/09/2019,BTI30Y,DH8D,67
04/09/2019,BTI443,B733,76
04/09/2019,RYR106H,B738,71
04/09/2019,BTI8KT,DH8D,64
04/09/2019,THY9DH,B738,61
04/09/2019,RYR5MQ,B738,63
04/09/2019,BTI97T,BCS3,67
04/09/2019,BTI13G,B733,61
04/09/2019,BTI31T,DH8D,63
04/09/2019,BTI747,BCS3,66
04/09/2019,BTI425,BCS3,66
04/09/2019,BTI3G2,DH8D,61
04/09/2019,BTI480,DH8D,73
04/09/2019,BTI25K,DH8D,66
04/09/2019,ART232,A320,65
04/09/2019,BTI1R2,B735,64
04/09/2019,UTA715,B735,64
04/09/2019,BTI401,DH8D,68
04/09/2019,AFL2683,A321,
04/09/2019,BTI6A1,BCS3,
04/09/2019,NAX7PA,B738,66
04/09/2019,RYR8086,B738,
04/09/2019,IJM070,G280,
04/09/2019,WZZ3TK,A320,63
04/09/2019,RYR4WD,B738,
04/09/2019,THY7GB,B738,
04/09/2019,BTI1F5,DH8D,
04/09/2019,OHY743,A21N,65
04/09/2019,BTI30K,DH8D,
04/09/2019,CSDOF,CL60,
04/09/2019,RYR4UW,B738,64
04/09/2019,BTI3BJ,BCS3,
04/09/2019,BTI222,BCS3,54
04/09/2019,BTI448,DH8D,
04/09/2019,BTI402,DH8D,
04/09/2019,BTI9HP,DH8D,49
04/09/2019,BTI12H,DH8D,
04/09/2019,BTI60L,BCS3,76
04/09/2019,NAX8MT,B738,
04/09/2019,ART233,A320,
04/09/2019,DLH890,A320,59
04/09/2019,BTI1T9,DH8D,
04/09/2019,BTI2HU,BCS3,
04/09/2019,AFL2100,SU95,71
04/09/2019,BTI1A5,B733,
04/09/2019,LOT7LK,CRJ9,70
04/09/2019,OEFUX,C25A,
04/09/2019,BTI7LZ,B733,59
04/09/2019,RYR26N,B738,
04/09/2019,WZZ9AS,A320,
04/09/2019,BTI9TV,B733,58
04/09/2019,BTI428,BCS3,
04/09/2019,BTI7748,BCS3,64
04/09/2019,BTI6ER,B733,
04/09/2019,OHY744,A21N,
04/09/2019,BTI69R,BCS3,65
04/09/2019,NAX72R,B738,66
04/09/2019,FIN1KE,AT75,62
04/09/2019,BTI6RZ,BCS3,57
04/09/2019,NAX8YA,B738,64
04/09/2019,TOY270,CL30,68
04/09/2019,BTI683,BCS3,
04/09/2019,BTI412,B735,
04/09/2019,DLH891,A320,
04/09/2019,LOT4EW,CRJ9,
04/09/2019,BTI34G,DH8D,68
04/09/2019,BTI630,BCS3,68
04/09/2019,BTI31J,DH8D,60
04/09/2019,NAX3RG,B738,
04/09/2019,WZZ2596,A320,64
04/09/2019,FIN2NP,AT75,
04/09/2019,NAX9ZE,B738,
04/09/2019,AFL2101,SU95,
04/09/2019,BTI30E,DH8D,62
04/09/2019,BTI65T,BCS3,62
04/09/2019,BTI1F7,DH8D,
04/09/2019,BTI9KV,BCS3,
04/09/2019,BTI3P5,DH8D,
04/09/2019,AUI185,E145,53
04/09/2019,WZZ5FY,A320,
04/09/2019,BTI449,DH8D,63
04/09/2019,BTI34V,DH8D,
04/09/2019,BTI31C,DH8D,
04/09/2019,BTI7756,BCS3,54
04/09/2019,BTI84F,BCS3,
04/09/2019,BTI6BL,BCS3,
04/09/2019,BTI03L,BCS3,63
04/09/2019,BTI12G,DH8D,65
04/09/2019,BTI413,B735,70
04/09/2019,AUI1RI,E145,
04/09/2019,BTI6CV,B733,
04/09/2019,BTI3MD,DH8D,71
04/09/2019,BTI403,DH8D,63
04/09/2019,BTI6C3,BCS3,
04/09/2019,BTI6FV,B733,53
04/09/2019,BTI6JK,BCS3,
04/09/2019,BTI429,BCS3,67
04/09/2019,BTI1B6,B733,58
04/09/2019,BTI433,BCS3,
04/09/2019,BTI16C,DH8D,65
04/09/2019,BTI31B,DH8D,55
04/09/2019,BTI3R6,DH8D,51
04/09/2019,BTI2DF,BCS3,59
04/09/2019,BTI34L,DH8D,70
04/09/2019,LOT781,CRJ9,68
04/09/2019,BTI223,BCS3,
04/09/2019,WZZ2573,A320,72
04/09/2019,NTF878,M600,
04/09/2019,BTI84W,DH8D,
04/09/2019,BTI7EU,DH8D,
04/09/2019,BTI15M,B733,
04/09/2019,BTI9JT,DH8D,
04/09/2019,FIN8ZE,AT75,66
04/09/2019,BTI6UQ,BCS3,
04/09/2019,ABF1B,C25A,66
04/09/2019,BTI1P9,B733,
04/09/2019,BTI4ZK,DH8D,
04/09/2019,BTI467,DH8D,
04/09/2019,BTI24X,DH8D,
04/09/2019,BTI422,BCS3,
04/09/2019,LOT782,CRJ9,
04/09/2019,BTI444,DH8D,
04/09/2019,BTI1X9,B735,
04/09/2019,WZZ938,A320,
04/09/2019,BRU841,E75S,59
04/09/2019,FIN2MC,AT75,
04/09/2019,BTI6A2,BCS3,75
04/09/2019,AFL2680,A320,78
04/09/2019,BRU842,E75S,
04/09/2019,WZZ2597,A320,
04/09/2019,UTA713,B735,66
04/09/2019,SRN6911,AT72,
04/09/2019,AFL2681,A320,
04/09/2019,BCS5781,B752,
04/09/2019,RYR2QP,B738,65
04/09/2019,TOY201,CL30,
04/09/2019,UTA714,B735,
04/09/2019,BTI3KB,BCS3,64
04/09/2019,BTI49E,B733,62
04/09/2019,BTI11X,B735,66
04/09/2019,RYR2483,B738,
04/09/2019,BTI2PG,DH8D,67
04/09/2019,BTI684,BCS3,83
04/09/2019,BTI434,BCS3,69
04/09/2019,BTI14B,B733,58
04/09/2019,BTI6C4,BCS3,66
04/09/2019,TAY589C,B734,
04/09/2019,BTI468,DH8D,60
04/09/2019,AUI187,E145,62
04/09/2019,BTI15L,B733,73
04/09/2019,BTI37D,DH8D,63
04/09/2019,BTI445,DH8D,62
04/09/2019,BTI6GB,BCS3,69
04/09/2019,BTI4UJ,BCS3,81
04/09/2019,BTI7TX,B733,69
04/09/2019,BTI79M,DH8D,60
04/09/2019,BTI4HE,BCS3,72
04/09/2019,BTI6BM,BCS3,63
04/09/2019,RYR2KX,B738,67
04/09/2019,VPC10,G150,64
04/09/2019,BTI423,BCS3,66
04/09/2019,BTI4LF,DH8D,74
04/09/2019,RYR37FR,B738,58
04/09/2019,BTI405,DH8D,62
04/09/2019,ART434,A320,67
04/09/2019,BTI2J4,DH8D,64
04/09/2019,BTI224,BCS3,76
04/09/2019,BTI62D,BCS3,67
04/09/2019,BTI2MZ,BCS3,66
04/09/2019,IBK2LY,B738,74
04/09/2019,RYR86MX,B738,
04/09/2019,RYR4YT,B738,58
04/09/2019,BTI3LR,B733,
04/09/2019,RYR6AD,B738,
04/09/2019,BTI724,BCS3,
04/09/2019,BTI732,BCS3,
04/09/2019,BTI4TH,DH8D,
04/09/2019,BTI446,B733,
04/09/2019,BTI3U9,DH8D,
04/09/2019,BTI35Z,DH8D,
04/09/2019,IBK1WA,B738,
04/09/2019,BTI454,DH8D,
04/09/2019,DLH892,A20N,72
04/09/2019,BTI426,BCS3,
04/09/2019,BTI36D,BCS3,
04/09/2019,BTI32B,BCS3,
04/09/2019,BTI03Q,DH8D,
04/09/2019,BTI611,BCS3,
04/09/2019,RYR2D,B738,
04/09/2019,BTI408,DH8D,
04/09/2019,WZZ371,A320,63
04/09/2019,LOT87G,CRJ9,76
04/09/2019,GZP132,SU95,
04/09/2019,BTI406,B735,
04/09/2019,AFL2119,SU95,
05/09/2019,WZZ2598,A320,69
05/09/2019,MYX447,A320,
05/09/2019,BTI409,DH8D,64
05/09/2019,AUI188,E145,
05/09/2019,BTI455,DH8D,63
05/09/2019,LOT79M,CRJ9,
05/09/2019,BTI35T,DH8D,70
05/09/2019,BTI6BA,DH8D,72
05/09/2019,BTI447,B733,65
05/09/2019,DLH893,A20N,
05/09/2019,BTI3WX,DH8D,63
05/09/2019,BTI36V,BCS3,63
05/09/2019,BTI32M,BCS3,63
05/09/2019,BTI612,BCS3,67
05/09/2019,BTI407,B735,72
05/09/2019,BTI35G,B733,56
05/09/2019,BTI427,BCS3,54
05/09/2019,BTI725,BCS3,62
05/09/2019,WZZ4AL,A320,
05/09/2019,BTI733,BCS3,60
05/09/2019,BTI400,B733,
05/09/2019,BTI24E,DH8D,
05/09/2019,BTI2NY,DH8D,
05/09/2019,BTI60K,BCS3,
05/09/2019,BTI8LQ,BCS3,
05/09/2019,BTI7PY,BCS3,
05/09/2019,BTI8GJ,BCS3,
05/09/2019,BTI13F,DH8D,
05/09/2019,BTI74A,BCS3,
05/09/2019,WZZ8RU,A320,
05/09/2019,BTI479,BCS3,
05/09/2019,BTI6RV,BCS3,
05/09/2019,BTI442,DH8D,
05/09/2019,BTI7717,BCS3,
05/09/2019,BTI1M1,B735,
05/09/2019,BTI695,BCS3,
05/09/2019,BTI15P,B733,
05/09/2019,BTI30W,DH8D,
05/09/2019,BTI221,B733,
05/09/2019,BTI627,B733,
05/09/2019,BTI4NB,BCS3,
05/09/2019,BTI32A,DH8D,
05/09/2019,BCS5780,B752,94
05/09/2019,SRN6912,AT72,68
05/09/2019,TAY987A,B734,96
05/09/2019,FIN3PU,AT75,67
05/09/2019,BRU841,CRJ2,55
05/09/2019,RYR9UB,B738,74
05/09/2019,FIN1RM,AT75,
05/09/2019,BRU842,CRJ2,
05/09/2019,RYR5MQ,B738,61
05/09/2019,RYR82UE,B738,
05/09/2019,AFL2682,A321,75
05/09/2019,BTI1M2,B735,70
05/09/2019,RYR8EM,B738,75
05/09/2019,BTI30Y,DH8D,64
05/09/2019,BTI8KT,DH8D,64
05/09/2019,MYX448,A320,64
05/09/2019,BTI443,DH8D,63
05/09/2019,BTI401,B733,62
05/09/2019,BTI31T,DH8D,68
05/09/2019,BTI97T,BCS3,63
05/09/2019,BTI13G,DH8D,72
05/09/2019,BTI74C,DH8D,70
05/09/2019,RYR4WD,B738,
05/09/2019,BTI3G2,DH8D,73
05/09/2019,BTI25K,DH8D,62
05/09/2019,BTI1R2,B733,59
05/09/2019,RYR6DK,B738,
05/09/2019,BTI480,BCS3,66
05/09/2019,BTI425,BCS3,68
05/09/2019,AFL2683,A321,
05/09/2019,NAX7PA,B738,63
05/09/2019,BTI1F5,DH8D,
05/09/2019,BTI4YE,DH8D,
05/09/2019,UTA715,B735,66
05/09/2019,BTI9HP,BCS3,78
05/09/2019,RYR4UW,B738,78
05/09/2019,BTI30K,DH8D,
05/09/2019,BTI448,DH8D,
05/09/2019,WZZ463,A320,58
05/09/2019,NAX8MT,B738,
05/09/2019,WZZ3TK,A320,71
05/09/2019,BTI60L,BCS3,81
05/09/2019,BTI12H,DH8D,
05/09/2019,BTI7LZ,BCS3,71
05/09/2019,BTI491,BCS3,
05/09/2019,BTI222,B733,65
05/09/2019,BTI1A5,B735,
05/09/2019,LOT7LK,CRJ9,150
05/09/2019,RYR26N,B738,
05/09/2019,MYX441,A320,
05/09/2019,UTA716,B735,
05/09/2019,AFL2100,SU95,77
05/09/2019,BTI428,BCS3,
05/09/2019,BTI6RZ,BCS3,75
05/09/2019,BTI8EP,BCS3,
05/09/2019,WZZ5FY,A320,
05/09/2019,BTI6ER,B733,
05/09/2019,WZZ1541,A320,
05/09/2019,BTI628,B733,80
05/09/2019,NAX72R,B738,62
05/09/2019,BTI412,B735,
05/09/2019,BTI69R,BCS3,71
05/09/2019,BTI630,BCS3,67
05/09/2019,FIN1KE,AT75,68
05/09/2019,BTI683,BCS3,
05/09/2019,BTI402,DH8D,
05/09/2019,DLH890,A320,62
05/09/2019,BTI03K,BCS3,
05/09/2019,LOT4EW,CRJ9,
05/09/2019,BTI31J,DH8D,63
05/09/2019,BTI696,BCS3,64
05/09/2019,RYR4096,B738,73
05/09/2019,FIN2NP,AT75,
05/09/2019,NAX3RG,B738,
05/09/2019,BTI65T,BCS3,70
05/09/2019,AFL2101,SU95,
05/09/2019,ABF1C,C25A,
05/09/2019,BTI30E,DH8D,74
05/09/2019,DTR3141,AT72,76
05/09/2019,DLH891,A320,
05/09/2019,RYR30BU,B738,67
05/09/2019,BTI1F6,DH8D,80
05/09/2019,BTI2TU,BCS3,72
05/09/2019,BTI1F7,DH8D,
05/09/2019,BTI3P5,DH8D,
05/09/2019,RYR2MB,B738,
05/09/2019,BTI7718,BCS3,59
05/09/2019,BTI34V,DH8D,
05/09/2019,BTI03L,BCS3,73
05/09/2019,RYR8257,B738,
05/09/2019,BTI31C,DH8D,
05/09/2019,BTI2WT,BCS3,
05/09/2019,BTI6BL,BCS3,
05/09/2019,AUI1RI,E145,
05/09/2019,BTI413,B735,65
05/09/2019,BTI2BZ,DH8D,83
05/09/2019,BTI12G,DH8D,80
